 Appointment / Servicing Provider,Month,CPT Code,None,Billed Charge,Payer Charge,Self Charge,Payment,Payments %,Payer Payment,Patient Payment,Contractual Adjustment,Payer Withheld,Writeoff Adjustment,Refund,Patient Count,Claim Count,Units,Change in A/R,Collection %
"Beaman, Caitlin E",January_2022,1036F,None,0,0,0,0,,0,0,0,0,0,0,278,317,317,0,
"Beaman, Caitlin E",January_2022,1100F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2022,1101F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",January_2022,1123F,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",January_2022,1124F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,2022F,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",January_2022,2026F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,3017F,None,0,0,0,0,,0,0,0,0,0,0,17,20,20,0,
"Beaman, Caitlin E",January_2022,3044F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,3046F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,3051F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",January_2022,3052F,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",January_2022,3288F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2022,4040F,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",January_2022,81003,None,60,60,0,9.35,0.15583333,7.69,1.66,60.99,0,0,0,5,5,5,-10.34,1.17233333
"Beaman, Caitlin E",January_2022,81025,None,0,0,0,5.17,,5.17,0,14.83,0,0,0,0,0,0,-20,
"Beaman, Caitlin E",January_2022,87426,None,3375,3300,75,1468.99,0.4352563,1468.99,0,2206.01,0,0,0,44,45,45,-300,1.08888889
"Beaman, Caitlin E",January_2022,87804,None,1320,1320,0,479.85,0.36352273,436.15,43.7,428.38,0,63.84,0,32,33,66,347.93,0.73641667
"Beaman, Caitlin E",January_2022,87811,None,2250,2250,0,380.24,0.16899556,370.24,10,1204.76,0,0,0,30,30,30,665,0.70444444
"Beaman, Caitlin E",January_2022,87880,None,192,192,0,116.86,0.60864583,114.05,2.81,210.25,0,0,0,6,6,6,-135.11,1.70369792
"Beaman, Caitlin E",January_2022,90460,None,126,126,0,34.01,0.26992063,34.01,0,49.99,0,0,0,1,1,3,42,0.66666667
"Beaman, Caitlin E",January_2022,90471,None,378,378,0,140.92,0.37280423,140.92,0,321.08,0,0,0,9,9,9,-84,1.22222222
"Beaman, Caitlin E",January_2022,90472,None,26,26,0,17,0.65384615,17,0,9,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",January_2022,90647,None,98,98,0,0,0,0,0,0,0,0,0,1,1,1,98,0
"Beaman, Caitlin E",January_2022,90649,None,0,0,0,176,,176,0,274,0,0,0,0,0,0,-450,
"Beaman, Caitlin E",January_2022,90651,None,0,0,0,239.29,,239.29,0,210.71,0,0,0,0,0,0,-450,
"Beaman, Caitlin E",January_2022,90662,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2022,90670,None,460,460,0,0,0,0,0,0,0,0,0,1,1,1,460,0
"Beaman, Caitlin E",January_2022,90688,None,240,240,0,216.07,0.90029167,216.07,0,113.93,0,0,0,8,8,8,-90,1.375
"Beaman, Caitlin E",January_2022,90715,None,120,120,0,49,0.40833333,49,0,11,0,0,0,2,2,2,60,0.5
"Beaman, Caitlin E",January_2022,90744,None,56,56,0,0,0,0,0,0,0,0,0,1,1,1,56,0
"Beaman, Caitlin E",January_2022,92551,None,20,20,0,10.12,0.506,10.12,0,9.88,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",January_2022,93000,None,35,35,0,0,0,0,0,0,0,0,0,1,1,1,35,0
"Beaman, Caitlin E",January_2022,94010,None,146,146,0,35.15,0.24075342,35.15,0,80.85,0,0,0,2,2,2,30,0.79452055
"Beaman, Caitlin E",January_2022,96160,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2022,96372,None,0,0,0,25.21,,11.85,13.36,30.15,0,0,0,0,0,0,-55.36,
"Beaman, Caitlin E",January_2022,99072,None,945,930,15,5.28,0.0055873,5.28,0,930,0,45,0,60,63,63,-35.28,1.03733333
"Beaman, Caitlin E",January_2022,99202,None,0,0,0,53.44,,53.44,0,97.56,0,0,0,0,0,0,-151,
"Beaman, Caitlin E",January_2022,99203,None,5208,4991,217,1452.94,0.27898233,1115.89,337.05,2086.65,0,249,0,24,24,24,1419.41,0.72745584
"Beaman, Caitlin E",January_2022,99204,None,1320,1320,0,849.16,0.64330303,600.34,248.82,742.04,0,160,0,4,4,4,-431.2,1.32666667
"Beaman, Caitlin E",January_2022,99212,None,178,178,0,41.91,0.23544944,41.91,0,47.09,0,0,0,2,2,2,89,0.5
"Beaman, Caitlin E",January_2022,99213,None,22638,22344,294,7375.45,0.32579954,6438.12,937.33,9535.48,0,268,0,141,155,155,5459.07,0.7588537
"Beaman, Caitlin E",January_2022,99214,None,34750,34750,0,12980.23,0.3735318,10218.45,2761.78,20601.14,0,0,0,125,139,139,1168.63,0.96637036
"Beaman, Caitlin E",January_2022,99215,None,0,0,0,251.32,,241.32,10,319.04,0,0,0,0,0,0,-570.36,
"Beaman, Caitlin E",January_2022,99385,None,3133,2892,241,937.2,0.29913821,852.2,85,1075.8,0,121,0,13,13,13,999,0.68113629
"Beaman, Caitlin E",January_2022,99386,None,1904,1904,0,373.64,0.1962395,373.64,0,442.36,0,0,0,7,7,7,1088,0.42857143
"Beaman, Caitlin E",January_2022,99392,None,125,125,0,81.33,0.65064,81.33,0,43.67,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",January_2022,99394,None,0,0,0,110.24,,110.24,0,75.76,0,0,0,0,0,0,-186,
"Beaman, Caitlin E",January_2022,99395,None,1030,1030,0,477.03,0.46313592,377.03,100,446.97,0,0,0,5,5,5,106,0.89708738
"Beaman, Caitlin E",January_2022,99396,None,1130,1130,0,715.88,0.63352212,690.88,25,665.12,0,0,0,5,5,5,-251,1.22212389
"Beaman, Caitlin E",January_2022,G0008,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2022,G0009,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",January_2022,G0402,None,336,336,0,0,0,0,0,0,0,0,0,1,1,1,336,0
"Beaman, Caitlin E",January_2022,G0438,None,0,0,0,143.08,,143.08,0,202.92,0,0,0,0,0,0,-346,
"Beaman, Caitlin E",January_2022,G0439,None,708,708,0,265.72,0.37531073,265.72,0,206.28,0,0,0,3,3,3,236,0.66666667
"Beaman, Caitlin E",January_2022,G8399,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",January_2022,G8400,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,G8417,None,0,0,0,0,,0,0,0,0,0,0,200,224,224,0,
"Beaman, Caitlin E",January_2022,G8418,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",January_2022,G8419,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,G8420,None,0,0,0,0,,0,0,0,0,0,0,66,73,73,0,
"Beaman, Caitlin E",January_2022,G8427,None,0,0,0,0,,0,0,0,0,0,0,299,340,340,0,
"Beaman, Caitlin E",January_2022,G8431,None,0,0,0,0,,0,0,0,0,0,0,45,50,50,0,
"Beaman, Caitlin E",January_2022,G8482,None,0,0,0,0,,0,0,0,0,0,0,92,97,97,0,
"Beaman, Caitlin E",January_2022,G8483,None,0,0,0,0,,0,0,0,0,0,0,204,237,237,0,
"Beaman, Caitlin E",January_2022,G8484,None,0,0,0,0,,0,0,0,0,0,0,1,2,2,0,
"Beaman, Caitlin E",January_2022,G8510,None,0,0,0,0,,0,0,0,0,0,0,264,298,298,0,
"Beaman, Caitlin E",January_2022,G8536,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",January_2022,G8734,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,G8752,None,0,0,0,0,,0,0,0,0,0,0,49,50,50,0,
"Beaman, Caitlin E",January_2022,G8753,None,0,0,0,0,,0,0,0,0,0,0,17,18,18,0,
"Beaman, Caitlin E",January_2022,G8754,None,0,0,0,0,,0,0,0,0,0,0,52,53,53,0,
"Beaman, Caitlin E",January_2022,G8755,None,0,0,0,0,,0,0,0,0,0,0,14,15,15,0,
"Beaman, Caitlin E",January_2022,G8756,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,G8783,None,0,0,0,0,,0,0,0,0,0,0,237,263,263,0,
"Beaman, Caitlin E",January_2022,G8950,None,0,0,0,0,,0,0,0,0,0,0,34,35,35,0,
"Beaman, Caitlin E",January_2022,G8952,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",January_2022,G9708,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,G9711,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,G9744,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",January_2022,G9899,None,0,0,0,0,,0,0,0,0,0,0,7,7,7,0,
"Beaman, Caitlin E",January_2022,G9900,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",January_2022,G9902,None,0,0,0,0,,0,0,0,0,0,0,25,26,26,0,
"Beaman, Caitlin E",January_2022,G9903,None,0,0,0,0,,0,0,0,0,0,0,272,310,310,0,
"Beaman, Caitlin E",January_2022,G9905,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",January_2022,G9908,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",January_2022,INTAT,None,0.03,0.03,0,0,0,0,0,0,0,0,0,1,1,1,0.03,0
"Beaman, Caitlin E",January_2022,INTBL,None,0,0,0,8.32,,8.32,0,0,0,0,0,0,0,0,-8.32,
"Beaman, Caitlin E",January_2022,INTVP,None,0.04,0.04,0,0,0,0,0,0,0,0,0,1,1,1,0.04,0
"Beaman, Caitlin E",February_2022,0011A,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2022,0012A,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2022,1036F,None,0,0,0,0,,0,0,0,0,0,0,263,282,282,0,
"Beaman, Caitlin E",February_2022,1100F,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",February_2022,1101F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",February_2022,1111F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2022,1123F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",February_2022,1124F,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",February_2022,1125F,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2022,1126F,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",February_2022,1160F,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",February_2022,1170F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",February_2022,17110,None,226,226,0,95.3,0.42168142,95.3,0,130.7,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2022,2022F,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",February_2022,2026F,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2022,3017F,None,0,0,0,0,,0,0,0,0,0,0,26,28,29,0,
"Beaman, Caitlin E",February_2022,3044F,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",February_2022,3046F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",February_2022,3051F,None,0,0,0,0,,0,0,0,0,0,0,4,5,5,0,
"Beaman, Caitlin E",February_2022,3052F,None,0,0,0,0,,0,0,0,0,0,0,3,3,3,0,
"Beaman, Caitlin E",February_2022,3288F,None,0,0,0,0,,0,0,0,0,0,0,6,6,7,0,
"Beaman, Caitlin E",February_2022,4040F,None,0,0,0,0,,0,0,0,0,0,0,17,18,19,0,
"Beaman, Caitlin E",February_2022,69210,None,98,98,0,0,0,0,0,57.19,0,0,0,1,1,1,40.81,0.58357143
"Beaman, Caitlin E",February_2022,81003,None,120,120,0,5.15,0.04291667,5.15,0,51.42,0,0,0,10,10,10,63.43,0.47141667
"Beaman, Caitlin E",February_2022,81025,None,20,20,0,9.03,0.4515,5.17,3.86,14.83,0,0,0,1,1,1,-3.86,1.193
"Beaman, Caitlin E",February_2022,87426,None,1500,1500,0,1155.09,0.77006,1080.09,75,1720.21,0,0,0,20,20,20,-1375.3,1.91686667
"Beaman, Caitlin E",February_2022,87804,None,720,720,0,549.32,0.76294444,478.78,70.54,633.4,0,19.86,0,18,18,36,-482.58,1.67025
"Beaman, Caitlin E",February_2022,87811,None,0,0,0,67.42,,67.42,0,238.5,0,0,0,0,0,0,-305.92,
"Beaman, Caitlin E",February_2022,87880,None,128,128,0,39.68,0.31,39.68,0,153.01,0,9.92,0,4,4,4,-74.61,1.58289062
"Beaman, Caitlin E",February_2022,90460,None,126,126,0,102,0.80952381,102,0,150,0,0,0,1,1,3,-126,2
"Beaman, Caitlin E",February_2022,90461,None,52,52,0,34,0.65384615,34,0,18,0,0,0,1,1,2,0,1
"Beaman, Caitlin E",February_2022,90471,None,126,126,0,147.7,1.17222222,117.7,30,176.3,0,0,0,3,3,3,-198,2.57142857
"Beaman, Caitlin E",February_2022,90647,None,0,0,0,29,,29,0,69,0,0,0,0,0,0,-98,
"Beaman, Caitlin E",February_2022,90651,None,450,450,0,245,0.54444444,245,0,205,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2022,90670,None,0,0,0,213,,213,0,247,0,0,0,0,0,0,-460,
"Beaman, Caitlin E",February_2022,90680,None,172,172,0,93,0.54069767,93,0,79,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2022,90688,None,60,60,0,101.72,1.69533333,101.72,0,48.28,0,0,0,2,2,2,-90,2.5
"Beaman, Caitlin E",February_2022,90700,None,126,126,0,34,0.26984127,34,0,92,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2022,90713,None,112,112,0,37,0.33035714,37,0,75,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2022,90715,None,0,0,0,49,,49,0,11,0,0,0,0,0,0,-60,
"Beaman, Caitlin E",February_2022,90732,None,160,160,0,133.47,0.8341875,133.47,0,26.53,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2022,90744,None,0,0,0,26,,26,0,30,0,0,0,0,0,0,-56,
"Beaman, Caitlin E",February_2022,92551,None,20,20,0,0,0,0,0,0,0,0,0,1,1,1,20,0
"Beaman, Caitlin E",February_2022,93000,None,35,35,0,15.11,0.43171429,15.11,0,20.57,0,0,0,1,1,1,-0.68,1.01942857
"Beaman, Caitlin E",February_2022,94010,None,146,146,0,30,0.20547945,30,0,42.88,0,0,0,2,2,2,73.12,0.49917808
"Beaman, Caitlin E",February_2022,95800,None,0,0,0,88,,0,88,0,0,0,0,0,0,0,-88,
"Beaman, Caitlin E",February_2022,96372,None,42,42,0,13.36,0.31809524,13.36,0,28.64,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2022,99072,None,210,210,0,0,0,0,0,480,0,15,0,14,14,14,-285,2.35714286
"Beaman, Caitlin E",February_2022,99203,None,5208,5208,0,1974.87,0.37919931,1602.97,371.9,2865.67,0,0,0,24,24,24,367.46,0.92944316
"Beaman, Caitlin E",February_2022,99204,None,1650,1650,0,948.34,0.57475152,873.34,75,1386.66,0,0,0,5,5,5,-685,1.41515152
"Beaman, Caitlin E",February_2022,99205,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2022,99212,None,89,89,0,71.91,0.80797753,71.91,0,96.17,0,0,0,1,1,1,-79.08,1.88853933
"Beaman, Caitlin E",February_2022,99213,None,20448,20448,0,7370.22,0.36043721,5832.86,1537.36,11600.42,0,96,0,131,140,140,1381.36,0.93244523
"Beaman, Caitlin E",February_2022,99214,None,27000,26750,250,12727.1,0.47137407,10837.32,1889.78,20891.49,0,55,0,103,108,108,-6673.59,1.24717
"Beaman, Caitlin E",February_2022,99215,None,0,0,0,10,,0,10,0,0,0,0,0,0,0,-10,
"Beaman, Caitlin E",February_2022,99385,None,1928,1928,0,1527.04,0.7920332,1432.04,95,1700.96,0,0,0,8,8,8,-1300,1.67427386
"Beaman, Caitlin E",February_2022,99386,None,2992,2992,0,1339.79,0.44779078,1339.79,0,1380.21,0,0,0,11,11,11,272,0.90909091
"Beaman, Caitlin E",February_2022,99395,None,1442,1442,0,461.8,0.32024965,461.8,0,269.11,0,0,0,7,7,7,711.09,0.5068724
"Beaman, Caitlin E",February_2022,99396,None,452,452,0,366.71,0.81130531,336.71,30,341.29,0,0,0,2,2,2,-256,1.56637168
"Beaman, Caitlin E",February_2022,99497,None,850,850,0,0,0,0,0,0,0,0,0,5,5,5,850,0
"Beaman, Caitlin E",February_2022,99498,None,150,150,0,0,0,0,0,0,0,0,0,1,1,1,150,0
"Beaman, Caitlin E",February_2022,G0009,None,55,55,0,29.94,0.54436364,29.94,0,25.06,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2022,G0402,None,0,0,0,143.31,,143.31,0,192.69,0,0,0,0,0,0,-336,
"Beaman, Caitlin E",February_2022,G0438,None,346,346,0,143.31,0.41419075,143.31,0,202.69,0,0,0,1,1,1,0,1
"Beaman, Caitlin E",February_2022,G0439,None,1652,1652,0,448.24,0.27133172,448.24,0,495.76,0,0,0,7,7,7,708,0.57142857
"Beaman, Caitlin E",February_2022,G0444,None,111,111,0,0,0,0,0,0,0,0,0,3,3,3,111,0
"Beaman, Caitlin E",February_2022,G8399,None,0,0,0,0,,0,0,0,0,0,0,4,4,4,0,
"Beaman, Caitlin E",February_2022,G8417,None,0,0,0,0,,0,0,0,0,0,0,195,206,206,0,
"Beaman, Caitlin E",February_2022,G8418,None,0,0,0,0,,0,0,0,0,0,0,2,3,3,0,
"Beaman, Caitlin E",February_2022,G8419,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2022,G8420,None,0,0,0,0,,0,0,0,0,0,0,70,75,76,0,
"Beaman, Caitlin E",February_2022,G8427,None,0,0,0,0,,0,0,0,0,0,0,286,306,307,0,
"Beaman, Caitlin E",February_2022,G8431,None,0,0,0,0,,0,0,0,0,0,0,37,42,42,0,
"Beaman, Caitlin E",February_2022,G8482,None,0,0,0,0,,0,0,0,0,0,0,108,113,114,0,
"Beaman, Caitlin E",February_2022,G8483,None,0,0,0,0,,0,0,0,0,0,0,170,185,185,0,
"Beaman, Caitlin E",February_2022,G8484,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",February_2022,G8510,None,0,0,0,0,,0,0,0,0,0,0,252,266,268,0,
"Beaman, Caitlin E",February_2022,G8536,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",February_2022,G8734,None,0,0,0,0,,0,0,0,0,0,0,5,5,5,0,
"Beaman, Caitlin E",February_2022,G8752,None,0,0,0,0,,0,0,0,0,0,0,53,54,54,0,
"Beaman, Caitlin E",February_2022,G8753,None,0,0,0,0,,0,0,0,0,0,0,16,18,18,0,
"Beaman, Caitlin E",February_2022,G8754,None,0,0,0,0,,0,0,0,0,0,0,57,59,59,0,
"Beaman, Caitlin E",February_2022,G8755,None,0,0,0,0,,0,0,0,0,0,0,12,13,13,0,
"Beaman, Caitlin E",February_2022,G8783,None,0,0,0,0,,0,0,0,0,0,0,244,260,261,0,
"Beaman, Caitlin E",February_2022,G8950,None,0,0,0,0,,0,0,0,0,0,0,23,25,25,0,
"Beaman, Caitlin E",February_2022,G8952,None,0,0,0,0,,0,0,0,0,0,0,2,2,2,0,
"Beaman, Caitlin E",February_2022,G8967,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2022,G9708,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2022,G9711,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2022,G9717,None,0,0,0,0,,0,0,0,0,0,0,1,1,1,0,
"Beaman, Caitlin E",February_2022,G9744,None,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
"Beaman, Caitlin E",February_2022,G9899,None,0,0,0,0,,0,0,0,0,0,0,6,6,6,0,
